Doc No		Score
AP890119-0034  0.07562949406057512
AP890118-0099  0.07562949406057512
AP890117-0222  0.07562949406057512
AP891024-0203  0.07562949406057512
AP890117-0132  0.07562949406057512
AP890118-0070  0.07164899437317643
AP890501-0174  0.07076443888708783
AP890504-0225  0.07076443888708783
AP890326-0048  0.07076443888708783
AP890509-0200  0.07076443888708783
AP890405-0163  0.07076443888708783
AP890323-0159  0.07076443888708783
AP890427-0186  0.07076443888708783
AP890504-0014  0.07076443888708783
AP890320-0181  0.07076443888708783
AP890414-0186  0.07076443888708783
AP890418-0188  0.07076443888708783
AP890412-0170  0.07076443888708783
AP890325-0133  0.07076443888708783
AP890403-0021  0.07076443888708783
AP890409-0017  0.07076443888708783
AP890410-0011  0.07076443888708783
AP890306-0174  0.07076443888708783
AP890216-0012  0.07076443888708783
AP890322-0251  0.07076443888708783
AP890227-0171  0.07076443888708783
AP890319-0004  0.07076443888708783
AP890227-0199  0.07076443888708783
AP890227-0126  0.07076443888708783
AP890219-0059  0.07076443888708783
AP890413-0067  0.07076443888708783
AP890222-0150  0.07076443888708783
AP890421-0072  0.07076443888708783
AP890314-0189  0.07076443888708783
AP890317-0139  0.07076443888708783
AP890329-0053  0.07076443888708783
AP890217-0113  0.07076443888708783
AP890411-0057  0.07076443888708783
AP890328-0065  0.07076443888708783
AP890512-0198  0.07076443888708783
AP890416-0078  0.07076443888708783
AP890915-0088  0.0704327305798046
AP891208-0016  0.0704327305798046
AP891122-0047  0.0704327305798046
AP890807-0019  0.0704327305798046
AP891211-0133  0.0704327305798046
AP890904-0066  0.0704327305798046
AP890818-0091  0.0704327305798046
AP890904-0003  0.0704327305798046
AP890918-0171  0.0704327305798046
AP890908-0113  0.0704327305798046
AP891117-0065  0.0704327305798046
AP891214-0008  0.0704327305798046
AP890714-0123  0.0704327305798046
AP891222-0161  0.0704327305798046
AP891207-0147  0.0704327305798046
AP890713-0001  0.0704327305798046
AP890914-0146  0.0704327305798046
AP890727-0148  0.0704327305798046
AP890710-0013  0.0704327305798046
AP890117-0027  0.06766849468577774
AP890119-0131  0.06766849468577774
AP890119-0129  0.06766849468577774
AP891012-0154  0.06766849468577774
AP891017-0050  0.06766849468577774
AP890207-0061  0.06766849468577774
AP891230-0021  0.06634166145664484
AP891228-0057  0.06634166145664484
AP891228-0069  0.06634166145664484
AP891231-0009  0.06634166145664484
AP891231-0011  0.06634166145664484
AP891231-0035  0.06634166145664484
AP891231-0041  0.06634166145664484
AP891229-0125  0.06634166145664484
AP891229-0171  0.06634166145664484
AP891229-0119  0.06634166145664484
AP891228-0119  0.06634166145664484
AP891227-0117  0.06634166145664484
AP891127-0121  0.06501482822751194
AP890823-0082  0.06501482822751194
AP890628-0123  0.06501482822751194
AP891124-0089  0.06501482822751194
AP890905-0040  0.06501482822751194
AP890909-0090  0.06501482822751194
AP890923-0086  0.06501482822751194
AP890818-0122  0.06501482822751194
AP890904-0070  0.06501482822751194
AP890905-0138  0.06501482822751194
AP890702-0050  0.06501482822751194
AP890902-0096  0.06501482822751194
AP891125-0095  0.06501482822751194
AP890815-0074  0.06501482822751194
AP890822-0053  0.06501482822751194
AP890904-0125  0.06501482822751194
AP890822-0145  0.06501482822751194
AP890822-0188  0.06501482822751194
AP890819-0091  0.06501482822751194
AP891219-0147  0.06501482822751194
AP890916-0097  0.06501482822751194
AP890722-0133  0.06501482822751194
AP891219-0081  0.06501482822751194
AP890701-0072  0.06501482822751194
AP890827-0055  0.06501482822751194
AP890514-0018  0.06368799499837904
AP890326-0046  0.06368799499837904
AP890224-0213  0.06368799499837904
AP890417-0019  0.06368799499837904
AP890318-0001  0.06368799499837904
AP890504-0113  0.06368799499837904
AP890129-0058  0.06368799499837904
AP890116-0157  0.06368799499837904
AP890414-0152  0.06368799499837904
AP890504-0020  0.06368799499837904
AP890427-0051  0.06368799499837904
AP890309-0025  0.06368799499837904
AP890228-0178  0.06368799499837904
AP890501-0143  0.06368799499837904
AP890325-0091  0.06368799499837904
AP890408-0038  0.06368799499837904
AP890403-0013  0.06368799499837904
AP890117-0156  0.06368799499837904
AP890509-0058  0.06368799499837904
AP890322-0159  0.06368799499837904
AP890509-0065  0.06368799499837904
AP890322-0103  0.06368799499837904
AP890330-0127  0.06368799499837904
AP890216-0119  0.06368799499837904
AP890228-0002  0.06368799499837904
AP890413-0177  0.06368799499837904
AP890324-0181  0.06368799499837904
AP890118-0014  0.06368799499837904
AP890413-0055  0.06368799499837904
AP890421-0172  0.06368799499837904
AP890413-0094  0.06368799499837904
AP890415-0091  0.06368799499837904
AP890501-0089  0.06368799499837904
AP890426-0081  0.06368799499837904
AP890225-0040  0.06368799499837904
AP890227-0206  0.06368799499837904
AP890329-0118  0.06368799499837904
AP890227-0200  0.06368799499837904
AP890329-0176  0.06368799499837904
AP890329-0147  0.06368799499837904
AP890407-0199  0.06368799499837904
AP891025-0106  0.06368799499837904
AP890304-0139  0.06368799499837904
AP890419-0111  0.06368799499837904
AP890416-0009  0.06368799499837904
AP890215-0087  0.06368799499837904
AP890227-0017  0.06368799499837904
AP890328-0071  0.06368799499837904
AP890418-0017  0.06368799499837904
AP891026-0042  0.06368799499837904
AP890328-0116  0.06368799499837904
AP890112-0050  0.05970749531098035
AP890129-0008  0.05970749531098035
AP890210-0007  0.05970749531098035
AP891020-0233  0.05970749531098035
AP891024-0217  0.05970749531098035
AP891001-0045  0.05970749531098035
AP890115-0034  0.05970749531098035
AP891029-0011  0.05970749531098035
AP890828-0120  0.05959692587521928
AP890906-0122  0.05959692587521928
AP891111-0044  0.05959692587521928
AP890628-0189  0.05959692587521928
AP891207-0087  0.05959692587521928
AP891124-0158  0.05959692587521928
AP890912-0166  0.05959692587521928
AP890717-0184  0.05959692587521928
AP890915-0127  0.05959692587521928
AP890706-0001  0.05959692587521928
AP891207-0032  0.05959692587521928
AP890719-0016  0.05959692587521928
AP891120-0082  0.05959692587521928
AP891218-0102  0.05959692587521928
AP891218-0137  0.05959692587521928
AP891218-0134  0.05959692587521928
AP891112-0065  0.05959692587521928
AP890907-0201  0.05959692587521928
AP891112-0051  0.05959692587521928
AP890820-0030  0.05959692587521928
AP890907-0044  0.05959692587521928
AP890712-0165  0.05959692587521928
AP890708-0079  0.05959692587521928
AP890815-0060  0.05959692587521928
AP890815-0059  0.05959692587521928
AP891207-0145  0.05959692587521928
AP891222-0162  0.05959692587521928
AP890913-0219  0.05959692587521928
AP890701-0140  0.05959692587521928
AP890629-0181  0.05959692587521928
AP890708-0128  0.05959692587521928
AP891221-0207  0.05959692587521928
AP890825-0077  0.05959692587521928
AP890715-0115  0.05959692587521928
AP890404-0034  0.05661155110967026
AP890511-0177  0.05661155110967026
AP890307-0044  0.05661155110967026
AP890312-0012  0.05661155110967026
AP890320-0052  0.05661155110967026
AP890318-0038  0.05661155110967026
AP890513-0053  0.05661155110967026
AP890510-0224  0.05661155110967026
AP890320-0170  0.05661155110967026
AP890320-0075  0.05661155110967026
AP890412-0209  0.05661155110967026
AP890406-0061  0.05661155110967026
AP890406-0073  0.05661155110967026
AP890401-0043  0.05661155110967026
AP890414-0159  0.05661155110967026
AP890414-0092  0.05661155110967026
AP890505-0216  0.05661155110967026
AP890325-0139  0.05661155110967026
AP890403-0012  0.05661155110967026
AP890420-0062  0.05661155110967026
AP890410-0020  0.05661155110967026
AP890408-0077  0.05661155110967026
AP890405-0047  0.05661155110967026
AP890216-0070  0.05661155110967026
AP890216-0069  0.05661155110967026
AP890405-0030  0.05661155110967026
AP890308-0045  0.05661155110967026
AP890228-0081  0.05661155110967026
AP890423-0051  0.05661155110967026
AP890417-0224  0.05661155110967026
AP890501-0082  0.05661155110967026
AP890225-0124  0.05661155110967026
AP890329-0173  0.05661155110967026
AP890421-0059  0.05661155110967026
AP890429-0108  0.05661155110967026
AP890512-0001  0.05661155110967026
AP890317-0054  0.05661155110967026
AP890329-0050  0.05661155110967026
AP890429-0115  0.05661155110967026
AP890217-0139  0.05661155110967026
AP890411-0047  0.05661155110967026
AP890221-0153  0.05661155110967026
AP890224-0151  0.05661155110967026
AP890418-0081  0.05661155110967026
AP890418-0062  0.05661155110967026
AP890401-0117  0.05661155110967026
AP890512-0161  0.05661155110967026
AP890224-0024  0.05661155110967026
AP890514-0054  0.05661155110967026
AP890417-0064  0.05661155110967026
AP890504-0062  0.05661155110967026
AP890129-0003  0.05572699562358167
AP891028-0017  0.05572699562358167
AP891102-0139  0.05572699562358167
AP890104-0055  0.05572699562358167
AP891102-0051  0.05572699562358167
AP891229-0072  0.05528471788053736
AP891229-0067  0.05528471788053736
AP891230-0099  0.05528471788053736
AP891230-0052  0.05528471788053736
AP891228-0085  0.05528471788053736
AP891228-0080  0.05528471788053736
AP891228-0110  0.05528471788053736
AP891228-0143  0.05528471788053736
AP890814-0149  0.05417902352292662
AP890814-0144  0.05417902352292662
AP890814-0161  0.05417902352292662
AP890915-0094  0.05417902352292662
AP891217-0079  0.05417902352292662
AP890915-0093  0.05417902352292662
AP890719-0218  0.05417902352292662
AP891208-0067  0.05417902352292662
AP891208-0073  0.05417902352292662
AP891122-0232  0.05417902352292662
AP891226-0091  0.05417902352292662
AP890826-0035  0.05417902352292662
AP891218-0131  0.05417902352292662
AP891112-0045  0.05417902352292662
AP890826-0012  0.05417902352292662
AP890731-0160  0.05417902352292662
AP890901-0094  0.05417902352292662
AP890829-0053  0.05417902352292662
AP890901-0083  0.05417902352292662
AP890821-0112  0.05417902352292662
AP890829-0052  0.05417902352292662
AP890905-0082  0.05417902352292662
AP890708-0049  0.05417902352292662
AP890821-0054  0.05417902352292662
AP890705-0160  0.05417902352292662
AP890815-0077  0.05417902352292662
AP890701-0121  0.05417902352292662
AP891208-0154  0.05417902352292662
AP890822-0089  0.05417902352292662
AP891222-0150  0.05417902352292662
AP891225-0056  0.05417902352292662
AP890718-0128  0.05417902352292662
AP891214-0124  0.05417902352292662
AP891125-0112  0.05417902352292662
AP891121-0154  0.05417902352292662
AP890819-0006  0.05417902352292662
AP890707-0108  0.05417902352292662
AP891115-0112  0.05417902352292662
AP891115-0157  0.05417902352292662
AP890812-0123  0.05417902352292662
AP890714-0072  0.05417902352292662
AP890721-0017  0.05417902352292662
AP890722-0144  0.05417902352292662
AP890720-0123  0.05417902352292662
AP890925-0168  0.05417902352292662
AP890725-0225  0.05417902352292662
AP890903-0024  0.05417902352292662
AP891221-0171  0.05417902352292662
AP891213-0118  0.05417902352292662
AP891113-0078  0.05417902352292662
AP890913-0139  0.05417902352292662
AP890725-0067  0.05417902352292662
AP890617-0057  0.0525204819865105
AP890614-0214  0.0525204819865105
AP891031-0108  0.051746495936182975
AP890106-0192  0.051746495936182975
AP891008-0067  0.051746495936182975
AP890930-0118  0.051746495936182975
AP891104-0115  0.051746495936182975
AP891025-0081  0.051746495936182975
AP891024-0200  0.051746495936182975
AP890115-0078  0.051746495936182975
AP891017-0044  0.051746495936182975
AP891026-0002  0.051746495936182975
AP890606-0106  0.04975624609248363
AP890226-0090  0.04953510722096148
AP890326-0077  0.04953510722096148
AP890226-0049  0.04953510722096148
AP890319-0093  0.04953510722096148
AP890511-0189  0.04953510722096148
AP890502-0209  0.04953510722096148
AP890502-0212  0.04953510722096148
AP890226-0057  0.04953510722096148
AP890405-0194  0.04953510722096148
AP890302-0233  0.04953510722096148
AP890420-0158  0.04953510722096148
AP890425-0200  0.04953510722096148
AP890420-0180  0.04953510722096148
AP890427-0126  0.04953510722096148
AP890308-0211  0.04953510722096148
AP890320-0141  0.04953510722096148
AP890307-0030  0.04953510722096148
AP890315-0025  0.04953510722096148
AP890429-0051  0.04953510722096148
AP890501-0160  0.04953510722096148
AP890511-0066  0.04953510722096148
AP890323-0198  0.04953510722096148
AP890502-0071  0.04953510722096148
AP890302-0004  0.04953510722096148
AP890223-0155  0.04953510722096148
AP890223-0162  0.04953510722096148
AP890223-0177  0.04953510722096148
AP890418-0239  0.04953510722096148
AP890424-0310  0.04953510722096148
AP890418-0213  0.04953510722096148
AP890323-0052  0.04953510722096148
AP890309-0028  0.04953510722096148
AP890427-0083  0.04953510722096148
AP890515-0084  0.04953510722096148
AP890508-0157  0.04953510722096148
AP890508-0170  0.04953510722096148
AP890325-0035  0.04953510722096148
AP890308-0010  0.04953510722096148
AP890409-0036  0.04953510722096148
AP890330-0048  0.04953510722096148
AP890408-0051  0.04953510722096148
AP890403-0052  0.04953510722096148
AP890402-0012  0.04953510722096148
AP890408-0072  0.04953510722096148
AP890405-0074  0.04953510722096148
AP890308-0054  0.04953510722096148
AP890308-0072  0.04953510722096148
AP890305-0007  0.04953510722096148
AP890301-0201  0.04953510722096148
AP890308-0100  0.04953510722096148
AP890228-0047  0.04953510722096148
AP890419-0045  0.04953510722096148
AP890319-0024  0.04953510722096148
AP890421-0129  0.04953510722096148
AP890413-0192  0.04953510722096148
AP890422-0016  0.04953510722096148
AP890428-0175  0.04953510722096148
AP890311-0072  0.04953510722096148
AP890219-0051  0.04953510722096148
AP890327-0147  0.04953510722096148
AP890301-0054  0.04953510722096148
AP890423-0031  0.04953510722096148
AP890415-0056  0.04953510722096148
AP890218-0007  0.04953510722096148
AP890225-0075  0.04953510722096148
AP890225-0133  0.04953510722096148
AP890225-0137  0.04953510722096148
AP890421-0071  0.04953510722096148
AP890512-0086  0.04953510722096148
AP890329-0178  0.04953510722096148
AP890421-0046  0.04953510722096148
AP890512-0091  0.04953510722096148
AP890220-0024  0.04953510722096148
AP890407-0177  0.04953510722096148
AP890408-0108  0.04953510722096148
AP890408-0113  0.04953510722096148
AP890408-0118  0.04953510722096148
AP890225-0019  0.04953510722096148
AP890224-0097  0.04953510722096148
AP890317-0165  0.04953510722096148
AP890404-0149  0.04953510722096148
AP890304-0163  0.04953510722096148
AP890411-0142  0.04953510722096148
AP890422-0111  0.04953510722096148
AP890425-0020  0.04953510722096148
AP890215-0061  0.04953510722096148
AP890418-0077  0.04953510722096148
AP890227-0070  0.04953510722096148
AP890401-0103  0.04953510722096148
AP890401-0124  0.04953510722096148
AP890401-0138  0.04953510722096148
AP890215-0078  0.04953510722096148
AP890512-0169  0.04953510722096148
AP890217-0098  0.04953510722096148
AP890224-0032  0.04953510722096148
AP890224-0069  0.04953510722096148
AP890828-0123  0.048761121170633956
AP891216-0128  0.048761121170633956
AP890818-0008  0.048761121170633956
AP891118-0151  0.048761121170633956
AP891116-0145  0.048761121170633956
AP890829-0157  0.048761121170633956
AP890811-0078  0.048761121170633956
AP890826-0054  0.048761121170633956
AP891122-0217  0.048761121170633956
AP890905-0026  0.048761121170633956
AP891126-0015  0.048761121170633956
AP890923-0075  0.048761121170633956
AP890823-0111  0.048761121170633956
AP890826-0041  0.048761121170633956
AP890902-0122  0.048761121170633956
AP890731-0155  0.048761121170633956
AP890831-0003  0.048761121170633956
AP890912-0127  0.048761121170633956
AP891218-0183  0.048761121170633956
AP890707-0066  0.048761121170633956
AP890905-0104  0.048761121170633956
AP891204-0056  0.048761121170633956
AP891113-0018  0.048761121170633956
AP891129-0021  0.048761121170633956
AP890801-0056  0.048761121170633956
AP891129-0066  0.048761121170633956
AP891207-0167  0.048761121170633956
AP890810-0140  0.048761121170633956
AP890815-0096  0.048761121170633956
AP891222-0195  0.048761121170633956
AP890919-0052  0.048761121170633956
AP891116-0192  0.048761121170633956
AP890913-0228  0.048761121170633956
AP890803-0102  0.048761121170633956
AP890819-0048  0.048761121170633956
AP890817-0093  0.048761121170633956
AP890825-0135  0.048761121170633956
AP890823-0166  0.048761121170633956
AP890722-0107  0.048761121170633956
AP890716-0067  0.048761121170633956
AP891113-0144  0.048761121170633956
AP890906-0010  0.048761121170633956
AP890716-0050  0.048761121170633956
AP891213-0120  0.048761121170633956
AP890829-0082  0.048761121170633956
AP890725-0097  0.048761121170633956
AP890824-0079  0.048761121170633956
AP890706-0195  0.048761121170633956
AP890727-0190  0.048761121170633956
AP891210-0003  0.048761121170633956
AP890828-0049  0.048761121170633956
AP890710-0099  0.048761121170633956
AP890105-0073  0.04776599624878428
AP891028-0069  0.04776599624878428
AP891108-0163  0.04776599624878428
AP891009-0042  0.04776599624878428
AP891017-0203  0.04776599624878428
AP891008-0051  0.04776599624878428
AP890203-0009  0.04776599624878428
AP890203-0040  0.04776599624878428
AP890111-0215  0.04776599624878428
AP891021-0113  0.04776599624878428
AP891016-0001  0.04776599624878428
AP891018-0093  0.04776599624878428
AP890212-0090  0.04776599624878428
AP891025-0199  0.04776599624878428
AP891030-0114  0.04776599624878428
AP890123-0051  0.04776599624878428
AP890531-0093  0.04699201019845676
AP891229-0002  0.044227774304429895
AP891230-0067  0.044227774304429895
AP891230-0096  0.044227774304429895
AP891230-0035  0.044227774304429895
AP891230-0036  0.044227774304429895
AP891230-0050  0.044227774304429895
AP891230-0059  0.044227774304429895
AP890607-0015  0.044227774304429895
AP891231-0016  0.044227774304429895
AP891231-0017  0.044227774304429895
AP891231-0019  0.044227774304429895
AP891231-0015  0.044227774304429895
AP891228-0019  0.044227774304429895
AP891228-0026  0.044227774304429895
AP891229-0131  0.044227774304429895
AP891228-0117  0.044227774304429895
AP890616-0078  0.044227774304429895
AP891227-0116  0.044227774304429895
AP891230-0112  0.044227774304429895
AP890116-0072  0.04378549656138559
AP891014-0128  0.04378549656138559
AP890103-0064  0.04378549656138559
AP891102-0106  0.04378549656138559
AP890111-0171  0.04378549656138559
AP890104-0086  0.04378549656138559
AP890209-0036  0.04378549656138559
AP891007-0137  0.04378549656138559
AP891002-0200  0.04378549656138559
AP891027-0092  0.04378549656138559
AP891002-0119  0.04378549656138559
AP890208-0210  0.04378549656138559
AP890110-0049  0.04378549656138559
AP891016-0088  0.04378549656138559
AP891024-0078  0.04378549656138559
AP891011-0101  0.04378549656138559
AP890201-0210  0.04378549656138559
AP891030-0034  0.04378549656138559
AP890922-0223  0.04334321881834129
AP890814-0115  0.04334321881834129
AP890906-0081  0.04334321881834129
AP890906-0088  0.04334321881834129
AP890906-0095  0.04334321881834129
AP890829-0122  0.04334321881834129
AP891216-0084  0.04334321881834129
AP891217-0007  0.04334321881834129
AP890926-0078  0.04334321881834129
AP891116-0047  0.04334321881834129
AP890803-0028  0.04334321881834129
AP891211-0068  0.04334321881834129
AP890823-0070  0.04334321881834129
AP891124-0065  0.04334321881834129
AP891224-0044  0.04334321881834129
AP890719-0208  0.04334321881834129
AP890905-0003  0.04334321881834129
AP891226-0057  0.04334321881834129
AP890719-0098  0.04334321881834129
AP891119-0013  0.04334321881834129
AP890805-0115  0.04334321881834129
AP890904-0069  0.04334321881834129
AP891211-0166  0.04334321881834129
AP890904-0008  0.04334321881834129
AP890909-0142  0.04334321881834129
AP891226-0084  0.04334321881834129
AP890804-0023  0.04334321881834129
AP891112-0003  0.04334321881834129
AP890704-0148  0.04334321881834129
AP891202-0063  0.04334321881834129
AP891204-0150  0.04334321881834129
AP890809-0162  0.04334321881834129
AP890829-0042  0.04334321881834129
AP890901-0087  0.04334321881834129
AP891212-0060  0.04334321881834129
AP890705-0033  0.04334321881834129
AP890831-0149  0.04334321881834129
AP890925-0053  0.04334321881834129
AP890907-0098  0.04334321881834129
AP890925-0067  0.04334321881834129
AP891214-0088  0.04334321881834129
AP890821-0068  0.04334321881834129
AP890712-0114  0.04334321881834129
AP890714-0213  0.04334321881834129
AP890831-0207  0.04334321881834129
AP891214-0059  0.04334321881834129
AP890804-0104  0.04334321881834129
AP890726-0160  0.04334321881834129
AP890815-0007  0.04334321881834129
AP890820-0014  0.04334321881834129
AP890722-0034  0.04334321881834129
AP891118-0065  0.04334321881834129
AP890822-0079  0.04334321881834129
AP891119-0025  0.04334321881834129
AP891208-0163  0.04334321881834129
AP891222-0140  0.04334321881834129
AP890822-0126  0.04334321881834129
AP890629-0105  0.04334321881834129
AP890911-0046  0.04334321881834129
AP890902-0036  0.04334321881834129
AP890708-0113  0.04334321881834129
AP891121-0138  0.04334321881834129
AP890726-0084  0.04334321881834129
AP890726-0080  0.04334321881834129
AP890708-0129  0.04334321881834129
AP891113-0234  0.04334321881834129
AP890707-0148  0.04334321881834129
AP890715-0036  0.04334321881834129
AP891110-0060  0.04334321881834129
AP890916-0063  0.04334321881834129
AP890916-0025  0.04334321881834129
AP891115-0165  0.04334321881834129
AP891130-0080  0.04334321881834129
AP891219-0026  0.04334321881834129
AP891206-0052  0.04334321881834129
AP890722-0143  0.04334321881834129
AP891206-0092  0.04334321881834129
AP890903-0072  0.04334321881834129
AP891120-0144  0.04334321881834129
AP890709-0046  0.04334321881834129
AP890723-0081  0.04334321881834129
AP891116-0180  0.04334321881834129
AP890713-0268  0.04334321881834129
AP890713-0089  0.04334321881834129
AP890730-0006  0.04334321881834129
AP891218-0076  0.04334321881834129
AP890827-0049  0.04334321881834129
AP891213-0275  0.04334321881834129
AP890824-0076  0.04334321881834129
AP891210-0059  0.04334321881834129
AP891215-0195  0.04334321881834129
AP891210-0007  0.04334321881834129
AP890828-0027  0.04334321881834129
AP890828-0024  0.04334321881834129
AP890828-0064  0.04334321881834129
AP890307-0069  0.0424586633322527
AP890428-0004  0.0424586633322527
AP890511-0191  0.0424586633322527
AP890504-0214  0.0424586633322527
AP890411-0008  0.0424586633322527
AP890411-0006  0.0424586633322527
AP890424-0056  0.0424586633322527
AP890319-0091  0.0424586633322527
AP890319-0082  0.0424586633322527
AP890315-0103  0.0424586633322527
AP890510-0166  0.0424586633322527
AP890323-0119  0.0424586633322527
AP890323-0184  0.0424586633322527
AP890323-0151  0.0424586633322527
AP890507-0092  0.0424586633322527
AP890323-0093  0.0424586633322527
AP890323-0087  0.0424586633322527
AP890511-0053  0.0424586633322527
AP890223-0066  0.0424586633322527
AP890513-0073  0.0424586633322527
AP890320-0125  0.0424586633322527
AP890412-0086  0.0424586633322527
AP890323-0209  0.0424586633322527
AP890412-0073  0.0424586633322527
AP890430-0077  0.0424586633322527
AP890315-0011  0.0424586633322527
AP890414-0215  0.0424586633322527
AP890412-0064  0.0424586633322527
AP890309-0217  0.0424586633322527
AP890425-0153  0.0424586633322527
AP890424-0241  0.0424586633322527
AP890502-0084  0.0424586633322527
AP890502-0054  0.0424586633322527
AP890215-0161  0.0424586633322527
AP890401-0017  0.0424586633322527
AP890418-0174  0.0424586633322527
AP890315-0264  0.0424586633322527
AP890420-0072  0.0424586633322527
AP890418-0149  0.0424586633322527
AP890418-0218  0.0424586633322527
AP890513-0146  0.0424586633322527
AP890302-0243  0.0424586633322527
AP890503-0194  0.0424586633322527
AP890427-0046  0.0424586633322527
AP890309-0014  0.0424586633322527
AP890427-0099  0.0424586633322527
AP890505-0078  0.0424586633322527
AP890221-0208  0.0424586633322527
AP890221-0223  0.0424586633322527
AP890303-0090  0.0424586633322527
AP890325-0112  0.0424586633322527
AP890303-0050  0.0424586633322527
AP890327-0048  0.0424586633322527
AP890310-0071  0.0424586633322527
AP890310-0088  0.0424586633322527
AP890307-0124  0.0424586633322527
AP890506-0021  0.0424586633322527
AP890307-0171  0.0424586633322527
AP890503-0213  0.0424586633322527
AP890317-0042  0.0424586633322527
AP890409-0008  0.0424586633322527
AP890313-0050  0.0424586633322527
AP890322-0147  0.0424586633322527
